"","File.Name","Sample","Date","Subject","PlateWell","PlateRow","PlateColumn","Position","FileIndex","HeartLocation","runCol","MedianIntensity","TotalIds"
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P19_BP20_1_7624.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P19_BP20_1_7624.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_P19_BP20_1_7624.d",2022-10-19,"Subject3","P19","P","19","BP20","7624","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P19_BP20_1_7624.d",13.1614783401898,3387
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P20_BP21_1_7625.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P20_BP21_1_7625.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_P20_BP21_1_7625.d",2022-10-19,"Subject3","P20","P","20","BP21","7625","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P20_BP21_1_7625.d",13.2368826177847,2316
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P21_BP22_1_7626.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P21_BP22_1_7626.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_P21_BP22_1_7626.d",2022-10-19,"Subject3","P21","P","21","BP22","7626","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P21_BP22_1_7626.d",13.6579101458529,3171
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P22_RB15_1_7627.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P22_RB15_1_7627.d","221019_CM_SUBJECT-03_CMs_Subject3_LVepi_P22_RB15_1_7627.d",2022-10-19,"Subject3","P22","P","22","RB15","7627","Lvepi","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_LVepi_P22_RB15_1_7627.d",14.8302304153163,4874
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A10_BA11_1_7442.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A10_BA11_1_7442.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_A10_BA11_1_7442.d",2022-10-19,"Subject3","A10","A","10","BA11","7442","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A10_BA11_1_7442.d",13.6790841837411,3493
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A11_BA12_1_7443.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A11_BA12_1_7443.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_A11_BA12_1_7443.d",2022-10-19,"Subject3","A11","A","11","BA12","7443","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A11_BA12_1_7443.d",13.8051941068753,5770
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A12_BA13_1_7444.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A12_BA13_1_7444.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_A12_BA13_1_7444.d",2022-10-19,"Subject3","A12","A","12","BA13","7444","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A12_BA13_1_7444.d",13.5572602548076,4749
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A8_BA9_1_7460.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A8_BA9_1_7460.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_A8_BA9_1_7460.d",2022-10-19,"Subject3","A8","A","8","BA9","7460","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_A8_BA9_1_7460.d",12.0420558860806,544
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B10_BB11_1_7462.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B10_BB11_1_7462.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_B10_BB11_1_7462.d",2022-10-19,"Subject3","B10","B","10","BB11","7462","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B10_BB11_1_7462.d",13.0176978038627,86
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B11_BB12_1_7463.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B11_BB12_1_7463.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_B11_BB12_1_7463.d",2022-10-19,"Subject3","B11","B","11","BB12","7463","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B11_BB12_1_7463.d",14.7376593016817,6433
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B12_BB13_1_7464.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B12_BB13_1_7464.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_B12_BB13_1_7464.d",2022-10-19,"Subject3","B12","B","12","BB13","7464","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B12_BB13_1_7464.d",13.63604064032,3388
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B8_BB9_1_7482.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B8_BB9_1_7482.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_B8_BB9_1_7482.d",2022-10-19,"Subject3","B8","B","8","BB9","7482","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B8_BB9_1_7482.d",14.3046352960757,6896
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B9_BC1_1_7483.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B9_BC1_1_7483.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_B9_BC1_1_7483.d",2022-10-19,"Subject3","B9","B","9","BC1","7483","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_B9_BC1_1_7483.d",12.369103823095,299
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C10_BC11_1_7485.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C10_BC11_1_7485.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_C10_BC11_1_7485.d",2022-10-19,"Subject3","C10","C","10","BC11","7485","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C10_BC11_1_7485.d",14.0723336159467,5923
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C11_BC17_1_7486.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C11_BC17_1_7486.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_C11_BC17_1_7486.d",2022-10-19,"Subject3","C11","C","11","BC17","7486","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C11_BC17_1_7486.d",13.7510520302575,3606
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C7_BC8_1_7496.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C7_BC8_1_7496.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_C7_BC8_1_7496.d",2022-10-19,"Subject3","C7","C","7","BC8","7496","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C7_BC8_1_7496.d",11.8734825633633,617
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C8_BD11_1_7497.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C8_BD11_1_7497.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_C8_BD11_1_7497.d",2022-10-19,"Subject3","C8","C","8","BD11","7497","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_C8_BD11_1_7497.d",12.4540936203654,539
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D11_BD12_1_7498.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D11_BD12_1_7498.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_D11_BD12_1_7498.d",2022-10-19,"Subject3","D11","D","11","BD12","7498","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D11_BD12_1_7498.d",14.0418683057424,5348
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D12_BD13_1_7499.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D12_BD13_1_7499.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_D12_BD13_1_7499.d",2022-10-19,"Subject3","D12","D","12","BD13","7499","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D12_BD13_1_7499.d",12.8429827589798,1561
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D7_BD8_1_7516.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D7_BD8_1_7516.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_D7_BD8_1_7516.d",2022-10-19,"Subject3","D7","D","7","BD8","7516","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D7_BD8_1_7516.d",12.0617728230154,547
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D8_BD9_1_7517.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D8_BD9_1_7517.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_D8_BD9_1_7517.d",2022-10-19,"Subject3","D8","D","8","BD9","7517","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D8_BD9_1_7517.d",11.9462197761343,926
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D9_BE1_1_7518.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D9_BE1_1_7518.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_D9_BE1_1_7518.d",2022-10-19,"Subject3","D9","D","9","BE1","7518","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_D9_BE1_1_7518.d",12.5304331618082,251
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E12_BE13_1_7520.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E12_BE13_1_7520.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_E12_BE13_1_7520.d",2022-10-19,"Subject3","E12","E","12","BE13","7520","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E12_BE13_1_7520.d",12.7956723970237,101
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E7_BE8_1_7529.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E7_BE8_1_7529.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_E7_BE8_1_7529.d",2022-10-19,"Subject3","E7","E","7","BE8","7529","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E7_BE8_1_7529.d",11.899768523259,337
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E8_BE9_1_7530.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E8_BE9_1_7530.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_E8_BE9_1_7530.d",2022-10-19,"Subject3","E8","E","8","BE9","7530","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E8_BE9_1_7530.d",13.3014782904417,472
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E9_BF1_1_7531.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E9_BF1_1_7531.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_E9_BF1_1_7531.d",2022-10-19,"Subject3","E9","E","9","BF1","7531","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_E9_BF1_1_7531.d",14.2498171431734,5915
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_F9_BG1_1_7558.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_F9_BG1_1_7558.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_F9_BG1_1_7558.d",2022-10-19,"Subject3","F9","F","9","BG1","7558","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_F9_BG1_1_7558.d",12.1515380519113,1612
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G10_BG11_1_7560.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G10_BG11_1_7560.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_G10_BG11_1_7560.d",2022-10-19,"Subject3","G10","G","10","BG11","7560","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G10_BG11_1_7560.d",14.0770159574485,10143
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G11_BG12_1_7561.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G11_BG12_1_7561.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_G11_BG12_1_7561.d",2022-10-19,"Subject3","G11","G","11","BG12","7561","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G11_BG12_1_7561.d",14.0687279036758,4863
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G12_BG13_1_7562.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G12_BG13_1_7562.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_G12_BG13_1_7562.d",2022-10-19,"Subject3","G12","G","12","BG13","7562","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G12_BG13_1_7562.d",13.6080584135442,4727
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G8_BG9_1_7575.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G8_BG9_1_7575.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_G8_BG9_1_7575.d",2022-10-19,"Subject3","G8","G","8","BG9","7575","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G8_BG9_1_7575.d",13.0860023843388,128
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G9_BH1_1_7576.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G9_BH1_1_7576.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_G9_BH1_1_7576.d",2022-10-19,"Subject3","G9","G","9","BH1","7576","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_G9_BH1_1_7576.d",11.5962316943442,941
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_H7_BI14_1_7595.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_H7_BI14_1_7595.d","221019_CM_SUBJECT-03_CMs_Subject3_Lvmid_H7_BI14_1_7595.d",2022-10-19,"Subject3","H7","H","7","BI14","7595","Lvmid","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_Lvmid_H7_BI14_1_7595.d",13.2503250684306,961
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A1_BA10_1_7441.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A1_BA10_1_7441.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_A1_BA10_1_7441.d",2022-10-19,"Subject3","A1","A","1","BA10","7441","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A1_BA10_1_7441.d",13.1474797469225,916
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A3_BA4_1_7457.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A3_BA4_1_7457.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_A3_BA4_1_7457.d",2022-10-19,"Subject3","A3","A","3","BA4","7457","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A3_BA4_1_7457.d",12.9123598268592,837
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A4_BA6_1_7458.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A4_BA6_1_7458.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_A4_BA6_1_7458.d",2022-10-19,"Subject3","A4","A","4","BA6","7458","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A4_BA6_1_7458.d",12.7268865497006,1113
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A6_BA8_1_7459.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A6_BA8_1_7459.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_A6_BA8_1_7459.d",2022-10-19,"Subject3","A6","A","6","BA8","7459","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_A6_BA8_1_7459.d",12.5240984565169,235
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B3_BB5_1_7479.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B3_BB5_1_7479.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_B3_BB5_1_7479.d",2022-10-19,"Subject3","B3","B","3","BB5","7479","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B3_BB5_1_7479.d",11.9320780077627,1300
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B5_BB6_1_7480.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B5_BB6_1_7480.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_B5_BB6_1_7480.d",2022-10-19,"Subject3","B5","B","5","BB6","7480","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B5_BB6_1_7480.d",14.3718242797085,6077
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B6_BB8_1_7481.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B6_BB8_1_7481.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_B6_BB8_1_7481.d",2022-10-19,"Subject3","B6","B","6","BB8","7481","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_B6_BB8_1_7481.d",12.0884901304317,679
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C1_BC10_1_7484.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C1_BC10_1_7484.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_C1_BC10_1_7484.d",2022-10-19,"Subject3","C1","C","1","BC10","7484","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C1_BC10_1_7484.d",12.0810373012556,1383
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C2_BC20_1_7489.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C2_BC20_1_7489.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_C2_BC20_1_7489.d",2022-10-19,"Subject3","C2","C","2","BC20","7489","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C2_BC20_1_7489.d",12.6264255496196,1048
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C3_BC4_1_7494.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C3_BC4_1_7494.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_C3_BC4_1_7494.d",2022-10-19,"Subject3","C3","C","3","BC4","7494","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C3_BC4_1_7494.d",12.1453348222065,1482
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C4_BC7_1_7495.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C4_BC7_1_7495.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_C4_BC7_1_7495.d",2022-10-19,"Subject3","C4","C","4","BC7","7495","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_C4_BC7_1_7495.d",11.825982002914,1072
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_D3_BD4_1_7514.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_D3_BD4_1_7514.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_D3_BD4_1_7514.d",2022-10-19,"Subject3","D3","D","3","BD4","7514","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_D3_BD4_1_7514.d",12.6309948125667,1036
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_D4_BD7_1_7515.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_D4_BD7_1_7515.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_D4_BD7_1_7515.d",2022-10-19,"Subject3","D4","D","4","BD7","7515","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_D4_BD7_1_7515.d",13.7063449200041,4923
"X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E1_BE12_1_7519.d","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E1_BE12_1_7519.d","221019_CM_SUBJECT-03_CMs_Subject3_RV_E1_BE12_1_7519.d",2022-10-19,"Subject3","E1","E","1","BE12","7519","RV","X:\TimsTOF-SCP\Data\CM_PROJECT\221019_CM_SUBJECT-03\CMs_Subject3_RV_E1_BE12_1_7519.d",12.9982871921764,559
